plot_project,alti,slope,X,Y,northness,eastness,soil_veg,soil_Rtot,soil_blocks,HG,LVM,LVU,LRF,HG_count,LVM_count,LVU_count,LRF_count,hcan,hcan_sd,hveg,nPFG,hill2,Ldensity,isForest,isGrassland,Moyenne,Médiane,Écart-type,Min,Max,Quantile 5%,Quantile 95%,Quantile 25%,Quantile 75%,Moyenne_all,Médiane_all,Écart-type_all,Min_all,Max_all,Quantile 5%_all,Quantile 95%_all,Quantile 25%_all,Quantile 75%_all
LORIAZ_38,1973,20.7202648684426,6.90279,46.03725,-0.820583028352837,-0.571527334061361,0.5,0.3875,0.3875,0.258741258741259,0.216783216783217,0.181818181818182,0.104895104895105,37,31,26,15,19.5625,16.2339258376175,24.0769230769231,6,5.10077326016463,79,0,0,3.0703299104920463,3.6104502004607184,2.8394267384513987,0.0,8.271573187412287,0.0,6.3130786593706505,0.19106435642260067,5.5023418254116905,2.927389806750441,3.8243322117469916,2.6511551257406736,0.0,9.099999999999909,0.0,6.076999999999941,0.1774075443751144,5.096949250050557
PECLEREY_84,2236,33.4108633868409,6.9582,45.98373,0.160981981591276,0.986957345381727,0.9625,0.025,0.025,0.21875,0.15625,0.1875,0.0,56,40,48,0,16.5625,4.93718453566813,16.5625,7,5.75786329291864,151,0,0,0.09845665888519761,0.10966541217544545,0.049886135983947665,0.0,0.2028468459989199,0.0,0.14152175460296806,0.09310433408677454,0.11966102049950678,0.09517830064654845,0.09764553282730049,0.045930529937981156,0.0,0.2847795828820381,0.0,0.15564840734566587,0.07307142876857142,0.11935631104779532
PECLEREY_CAMTRAP_2200,2260,40.5596374149714,6.95627,45.98414,-0.971235125941625,-0.238122510773668,0.875,0.0375,0.0,0.257142857142857,0.166666666666667,0.295238095238095,0.0,54,35,62,0,16.525,6.61983020165428,17.1688311688312,7,4.41529835802964,113,0,0,0.25688548036757763,0.1608021111103426,0.31452788569707685,0.06751243765711479,1.2882022471526398,0.07726028849690465,0.9954101123576495,0.10685343984687279,0.21343105239054694,0.2887978788336704,0.12029412977244647,0.4652716795040176,0.0,2.3099999999999454,0.0,1.3089644612114841,0.07894880595176801,0.1939353501751384
PECLEREY_90,2143,32.6539608690513,6.95534,45.98336,-0.422956573178551,-0.906149952935526,0.975,0.0125,0.0125,0.26457399103139,0.152466367713004,0.269058295964126,0.0493273542600897,59,34,60,11,21.25,10.1038907157063,21.25,8,4.82852704146034,122,0,0,0.33356618049422193,0.20758094908092062,0.4116581422265573,0.0,1.8805617975176574,0.07217015680005262,0.8730280898760392,0.12605091526438628,0.3272255874375105,0.2838554421079016,0.18950819670612873,0.33480057033476446,0.0,2.3099999999999454,0.04439795960063294,0.5716446550283534,0.13494946046102996,0.322091347708124
PECLEREY_82,2072,33.0378471005408,6.9507,45.98566,0.916683240467866,0.399614610149996,0.7875,0.1875,0.125,0.037914691943128,0.199052132701422,0.0995260663507109,0.042654028436019,8,42,21,9,26.6625,13.7803232954304,27.7012987012987,10,7.32614777028139,192,0,0,3.4504664189508047,0.3960487805775301,4.521213660311456,0.0,14.099999999999909,0.0,10.980094608998709,0.1422106417331861,5.97594795539942,3.722024759224264,0.3960487805775301,4.538674078293196,0.0,14.350582327437678,0.0,11.385528216815668,0.13829909329786005,8.089676176017747
PECLEREY_CAMTRAP_2000,1987,28.5448406600153,6.94834,45.98725,0.375131627947884,-0.926971553885647,0.875,0.0,0.0,0.240458015267176,0.152671755725191,0.206106870229008,0.0801526717557252,63,40,54,21,25.2125,14.1758340901655,25.5316455696203,9,6.25857038657914,166,0,0,1.4625796900963792,0.17213005397593406,3.2835053146366264,0.0,10.544218362586662,0.0,9.923628266737968,0.12167356136939134,0.27468783490633086,1.5448662697745317,0.1703871603593825,3.610023512871064,0.0,14.885135787695845,0.0,10.733230031258465,0.11266946594906813,0.3007819169845902
PECLEREY_74,2100,27.3360436881436,6.95075,45.98709,-0.174043366819221,0.984737988739254,0.8625,0.0125,0.0125,0.171806167400881,0.176211453744493,0.211453744493392,0.0044052863436123,39,40,48,1,16.8625,7.0580661280803,17.5194805194805,10,6.81150033046927,175,0,0,0.6457814035191859,0.17741601790271488,1.3760172735172402,0.04655870443002641,4.960000000000036,0.07367758537870941,4.361499999999933,0.14518131472061668,0.28078986347225054,0.9441238217841328,0.17741601790271488,1.8217445723600734,0.0,7.644059609498527,0.0,5.503387964779742,0.12229295789882144,0.3879507077415383
PECLEREY_CAMTRAP_2000_NORD,2022,32.7384658701002,6.95021,45.9898,0.911027907826139,0.412344699446867,0.6,0.15,0.15,0.15,0.236363636363636,0.181818181818182,0.0909090909090909,33,52,40,20,22.95,14.0639587850954,25.5,8,6.65017862050014,169,0,0,0.18918812132573065,0.17804777777121217,0.1393268428973482,0.0,0.5099999999999909,0.0,0.4110375900709074,0.11130414804460997,0.26043433261935434,0.9116418554687994,0.17826479601592382,2.106428766377903,0.0,11.392252584937069,0.0,5.41708801959894,0.11610632935355625,0.3330462962929346
PECLEREY_CAMTRAP_2400,2383,39.8090929732602,6.95685,45.98596,0.278155183514735,-0.960536149181219,1.0,0.0,0.0,0.496688741721854,0.0,0.0,0.0,75,0,0,0,12.6625,4.99352428752746,12.8227848101266,5,2.73294977825722,27,0,1,0.19538228390779294,0.10054869030864211,0.2810188151016933,0.0,1.1150645160978456,0.06323151126255198,0.8917417107663825,0.07833882614966114,0.14969957201071793,0.19334799762856164,0.09756527158310746,0.3587503608985036,0.0,2.1700000000000728,0.0,0.8813931241303862,0.06905346045334682,0.1410064016445176
PECLEREY_66,2067,25.9752141296519,6.95066,45.98854,0.994558806905464,0.104176674965083,0.85,0.0125,0.0125,0.247933884297521,0.190082644628099,0.264462809917355,0.0,60,46,64,0,23.5875,10.1329063520414,23.8860759493671,8,5.19460706049317,153,0,0,0.17766800686833903,0.1366669505025584,0.30629626075442656,0.0,1.4200000000000728,0.0,0.30989182265354964,0.0,0.21082715812906372,0.175217084104429,0.13219796390490046,0.22785890355927765,0.0,1.4200000000000728,0.0,0.44659685259814486,0.059075696835293456,0.1962422367370209
PECLEREY_76,2450,10.6835077593663,6.95863,45.98643,0.82801420533027,0.560707121206144,0.9,0.0375,0.0375,0.626086956521739,0.0,0.0,0.0,72,0,0,0,8.975,7.35359207841285,9.83561643835617,3,1.98782504133474,0,0,1,0.0793141768707983,0.0781588942882081,0.059347413654827735,0.0,0.23441628955333726,0.0,0.16839753250535527,0.053306230881844385,0.10619249596402369,0.07465631436403328,0.0792214257651267,0.05009186849496205,0.0,0.23441628955333726,0.0,0.1535786815774372,0.058132658518161406,0.10609313825148092
PECLEREY_57,1969,12.4551000512956,6.94852,45.99085,0.470513069363657,0.8823930255606,0.9,0.0125,0.0125,0.33920704845815,0.167400881057269,0.167400881057269,0.0176211453744493,77,38,38,4,21.275,10.3324179531944,21.5443037974684,6,4.14386811419381,91,0,0,0.1123287984745616,0.11972013831211825,0.07106046595450423,0.0,0.26644934762634875,0.0,0.20598601897407892,0.09531825013596062,0.14549843902733528,0.09809686729501436,0.11115768352829036,0.0729048698522578,0.0,0.3186605073180999,0.0,0.22709757827965402,0.015765957550854637,0.13421384613513965
PECLEREY_59,2073,32.2055918369812,6.95445,45.99093,0.837930079131737,0.545777594342495,0.6,0.0,0.0,0.228682170542636,0.143410852713178,0.255813953488372,0.062015503875969,59,37,66,16,21.575,12.7961376688635,22.1282051282051,7,5.18088418430884,148,0,0,0.22958213844449346,0.20746538213688837,0.08982896131002634,0.1201711984240319,0.4804516129456715,0.1509136232697074,0.40402258064737,0.16446849770318295,0.27105486924153865,0.25780696422858457,0.20952464810466154,0.18043667258343593,0.0,1.5125454544145214,0.12008505230712671,0.5029999999999971,0.16101299980755357,0.297712728441752
PECLEREY_58,2006,21.173535912596,6.95169,45.99119,0.976656446267152,0.214807322884527,0.625,0.0,0.0,0.238434163701068,0.209964412811388,0.188612099644128,0.185053380782918,67,59,53,52,35.0875,14.8154843305701,35.0875,7,5.3645628099735,182,0,0,0.2621782428785309,0.1938225907766764,0.16700130116513728,0.0,0.599999999999909,0.10655000023174353,0.571499999999935,0.14860170264842054,0.4016085534437934,0.2782142386994178,0.2139037570882465,0.2799415617586129,0.0,2.2799999999999727,0.11213566456772242,0.5714999999999348,0.16272857144866748,0.2908833334482779
PECLEREY_67,2099,28.5448406600153,6.95498,45.99006,0.375131627947884,-0.926971553885647,0.7875,0.025,0.025,0.151960784313725,0.215686274509804,0.294117647058824,0.0196078431372549,31,44,60,4,15.75,9.07423672558187,15.9493670886076,9,5.42440041710115,144,0,0,0.14305354716875626,0.13738620297590387,0.06685175024368017,0.0,0.27936060374440785,0.030502944467798446,0.2229261338022525,0.10873370624119616,0.18568864394262619,0.1845596412465602,0.13914179687049,0.27439787252265346,0.0,1.881198157009294,0.0,0.43717586208620074,0.10996987943258318,0.17468898782829
PECLEREY_CAMTRAP_2200_NORD,2186,29.2938211910766,6.95719,45.9897,-0.850410617625663,0.52611955051066,0.525,0.1125,0.1125,0.188284518828452,0.163179916317992,0.217573221757322,0.154811715481172,45,39,52,37,16.5,9.26952267557027,17.1428571428571,9,5.91988807130273,146,0,0,0.41366316418152566,0.2367680849486078,0.5324021882669693,0.17149068322441963,2.1100000000001273,0.18691116793374932,1.7869999999999893,0.1934725587656203,0.2567969433715689,0.34062013502937133,0.2470638525060167,0.37976560668910386,0.0,2.1100000000001273,0.11197135417748998,1.0080169082058075,0.2003880989316258,0.2909615385632378
